,track_id,artist_names,track_name_ed,lyrics
182,0twnZu2JhBywPQBOX92gSl,TopGunn,For Altid,"For Altid Lyrics

(A-a-all smiles)
Yo, yeah

Jeg ved det her, det lyder åndssvagt
Men jeg har brug for at sige det
Skat, du' den eneste, jeg elsker
Selvom livstilen ikk’ er ligetil
Og da du fandt ud af, jeg var fucked up
Var dig utro, lod en anden pige lån' din' sutsko
Er det klart, du ikk’ gider at snak' med mig
Baby, tag telefonen (Snak til mig)
Ay, nogen gange er jeg fristet
For de her piger vеd, at vi har cash med
Det' en livstil, baby, vandt til dеt
De ka' sangene, og de vil dans' til det
Alt, jeg har, vil jeg gi' til dig
Ka' ikk' sov’, uden at du er tæt ved mig
Min’ følelser, dem har jeg gemt til dig
Baby, kom herhen og ha' sex med mig
Nogen gange har vi sus på
Der’ stress på, men jeg' altid med dig
Baby, bare slap af - baby, bare slap af
Det' kun dig, jeg vil ha' - baby, bare slap af
Baby, bare slap af - baby, bare slap af, yeah


Yo
Hvor mange gange ska’ jeg ændre mig?
Der har været lidt før med mit temperament (Yeah)
La' os prøve på at glem' det sammen
Du ved godt, det' om dig på de fleste sange
Al' si'r, de kender Topgunn, men det' kun dig, der virkelig kender mig
Og jeg kender dig uden tøj på, så jeg ved godt, hva' der tænder dig
Yeah, og det' altid det samm' med mig
Gi'r dig nyt tøj, det' de samm' vaner
Al' si'r altid: ""Læg ham bag dig""
Snik-snak, ingen dybere samtaler
Behøves jeg overhovedet at sige det til dig?
At det' for altid, jeg vil bli' ved dig
Min' følelser, dem har jeg gemt til dig
Baby, lad mig byg' et fundament til dig
You might also like
Nogen gange har vi sus på
Der' stress på, men jeg' altid med dig
Baby, bare slap af - baby, bare slap af
Det' kun dig, jeg vil ha' - baby, bare slap af
Baby, bare slap af - baby, bare slap af, yeah


Nogen gange har vi sus på
Der' stress på, men jeg' altid med dig
Baby, bare slap af - baby, bare slap af
Det' kun dig, jeg vil ha' - baby, bare slap af
Baby, bare slap af - baby, bare slap af, yeahEmbed"
183,3lCI7M5mWqRCehrT7qiEI8,"Stepz, Gilli, Lamin",Spørgsmål,"Spørgsmål Lyrics

Jeg har et par spørgsmål
Vil du bli' der, hvis jeg røg ind'?
Vil du vend' din ryg imod mig?
Vil du hurtigt skift' nøglen?
Vil du hurtigt find' noget andet, og så tro at det er bedre?
Vil du drik' dig lam i byen, og så end' al' mulige steder, din bitch?
Har du glemt hvem du har at gør' med?
At vi ikk' jagter nogen kvinde
Og det' os, der lukker dørene
At vi' fucking fokuseret, det' kun penge, der' i vores hjerne
Det var gode tider, det var ro' tider, mеn så'n er det
Du må ha' taget fеjl, du har ikk' kendt mig
Ta' al' din' små tricks og al' de der finter
Prop dem op der hvor solen ikk' skinner
Jeg sku' hils' fra drengene til din' veninder
Du må ha' taget fejl, du har ikk' kendt mig
Ta' al' din' små tricks og al' de der finter
Prop dem op der hvor solen ikk' skinner
Jeg sku' hils' fra drengene til din' veninder, eh-eh-eh

Hva' så mami?
Mit navn er Stepz, og jeg er stilet
Jeg dufter kun friskt
I' marineret, jeg' vel hvilet
Hvor' de andre hen'?
Jeg har drengene ind' i bilen
Ska' vi roadtrip, pitstop, ska' vi joke lidt?
Ska' vi trip' på de andre, så de ka' vågn' lidt?
Du ved vi' top klass', alt hva' vi gør er ordenligt
Og vi' fra hjørnet af, der du ikk' ta'r børnene med
Hvor du bli'r trampet på dit hovedet
Og er der blod? Så tør det af, din lille bums

Du må ha' taget fejl, du har ikk' kendt mig
Ta' al' din' små tricks og al' de der finter
Prop dem op der hvor solen ikk' skinner
Jeg sku' hils' fra drengene til din' veninder
Du må ha' taget fejl, du har ikk' kendt mig
Ta' al' din' små tricks og al' de der finter
Prop dem op der hvor solen ikk' skinner
Jeg sku' hils' fra drengene til din' veninder, eh-eh-eh
You might also like
Indtil vi ta'r væk herfra
Vi har været os selv siden start
Vi ta'r alt de har
Indtil vi ta'r væk herfra
Vi har været os selv siden start
Vi ta'r alt de har

At vi ser dem gør vi genkender
Siden 20'12 har vi kun været trendsetter
Falsk kærlighed igennem tiden har været setup
Al' vores fald i livet har gjort de tætte meget tættere
Så har du glemt hvem du har at gør' med?
Lukked' dansk rap, dét her det' poesi til hjørnet
Brormand hold dit hoved koldt, lov mig, hold dit fokus
Vi ta'r alt de har

Touchdown Kastrup
Lav et pitstop i Joe & The Juice (Mmh)
Før vi ramt' terminalen var det lunger på juu'en
Tog to hvæs, ligner Simon Jul
Vi' stadig ti mand dyb, jeg håber det' cool
Folk, de har ikk' smag, hun vil smage på lidt Lams-wave-flavour
Gør mig lige en favour
Lav lig' en 3-60 som en skater
Jeg fornemmer, du elsker din krop ligesom Jada
Folk hater, men når du står der, ey-eh
Er der ikk' nogen, der ka' udfordre, eh
Hæld et glas op til vi moonwalker, ey
Så fortæl mig, hva' har du brug for?
For jeg' altmuligmand
Ikk' noget jeg ikk' kan
Med en undtagelse, jeg ka' ikk' lov' dig en ring
De har ingen anelse, mens jeg bunder min drink
Hører dem al' tal', men jeg ved, kun få taler sandt
Du må ha' taget fejl, du har ikk' kendt mig
Ta' al' din' små tricks og al' de der finter
Prop dem op der hvor solen ikk' skinner
Jeg sku' hils' fra drengene til din' veninder
Du må ha' taget fejl, du har ikk' kendt mig
Ta' al' din' små tricks og al' de der finter
Prop dem op der hvor solen ikk' skinner
Jeg sku' hils' fra drengene til din' veninder, eh-eh-eh

Indtil vi ta'r væk herfra
Vi har været os selv siden start
Vi ta'r alt de har
Indtil vi ta'r væk herfra
Vi har været os selv siden start
Vi ta'r alt de harEmbed"
184,6UMdjOGgEJE1khAnrGJk2k,Gobs,Tro På Kærlighed,"Tro På Kærlighed Lyrics

(Vi ku' bli' de næstførste kærester op' på månen)
(Hvis du vil, du ved, jeg bærer dig)
(Det står skrevet både i sol, himmel, og stjerner)
(Vi ku' bli' de næstførste kærester)

Du ved, jeg kæmper med min' fejl
Du si'r, du kæmper med din' egn'
Men hver gang, der' problemer, så ved jeg godt, at det' mig
Så go' til at start' de der fights
Du' stadig her, det' så sejt
Håber på, at du vil bli' med mig gennem alt - ingen ka' nå dig
Så mange beautiful girls, men stadig ingen som dig
Og mennesker kommer og går, men du' den eneste, der' for life
Selv når jeg kommer fuld hjem, ja, så smiler du til mig
Er jeg godkendt selv de dage, jeg begår fejl?
Når jeg er med dig, jeg vil ønsk', jeg ku' stop' tiden
Jeg gi'r dig hel' mit hjerte på et omkvæd

Plejed' ikk' at tro på kærlighed, nu står du lige der
Vil ønsk', vi ku' byt' plads, så du ka' se hva' jeg ser
Har ventet tusind timer, venter gern' ti mer'
På én ligesom dig, én ligesom dig
Vi ku' bli' de næstførste kærester op' på månen
Hvis du vil, du ved, jeg bærer dig
Det står skrevet både i sol, himmel, og stjerner
Vi ku' bli' de næstførste kærester-
På månen

Elsker, du er her, når jeg vågner
Lover alt, ja, det går nok
Baby, du gør mig klogere
Al' ku' lære noget af dig
Al' ku' lære noget af dig-ig
Baby, du viser vej-ej
Viser dig, du' min wife (Jaa, jaa)
Aldrig mødt en sjæl som din
Du' min sol, min energi
Det eneste, jeg går op i, det' kun at se dig smil'
Du ta'r mig til månen og tilbage
Bare la' naboerne klage
Aldrig troede, jeg sku' bli' fan af en fan, yeah
You might also like
Når jeg er med dig, jeg vil ønsk', jeg ku' stop' tiden
Jeg gi'r dig hel' mit hjerte på et omkvæd

Plejed' ikk' at tro på kærlighed, nu står du lige der
Vil ønsk', vi ku' byt' plads, så du ka' se hva' jeg ser
Har ventet tusind timer, venter gern' ti mer'
På én ligesom dig, én ligesom dig
Vi ku' bli' de næstførste kærester op' på månen
Hvis du vil, du ved, jeg bærer dig
Det står skrevet både i sol, himmel, og stjerner
Vi ku' bli' de næstførste kærester-
På månen

(Håber på, at du vil blive med mig gennem alt - ingen ka' nå dig)Embed"
185,0QiwUoiD9DZ6VGF5qgf6yg,"Medina, D1MA",Lidt Endnu,"Lidt Endnu (Medina x D1MA) Lyrics

Jeg gør mange ting, der' fucked up
Et temperament, der ødelægger alt
Jeg ved godt, det' nok nu (Nok nu, nok nu)
Ved godt, at du fik nok nu (Nok nu, nok nu)
Jeg laver mange fejl, og det ska' stop'
Lever lidt for højt i mit eget
Jeg glemmer vi er to nu
Ikk' at jeg' utro, nej
Men ka' du lev' uden mig?
Si'r du, du' gået nu?
Ka' dit hjerte mærk' noget?
For det føles, uh-uh-uh-uh-uh
Wuh-uh-uh-uh-uh
Wuh-uh-uh-uh-uh

Jeg' ikke ude på ballade–
Mеn jeg brænder alting ned
Og sеlvom jeg ikk' burde, ved jeg, jeg gør skade–
Med eller uden dig
Stop ikk' med elske mig helt endnu
For dig vil' jeg ændre mig
Baby, ikk' sig, det ender lige nu - lige nu

Fandt en anden måde, at se det på (Se det på)
Baby, be' til vi' forevigt ung' (Forevigt ung')
Jeg' for blæst til den her samtal', ah
Du må tro mig, jeg si'r:
Alt går over evne, ku' ikk' forklar' mig, som de fakers ku'
Bokser mod djævlen, mennesker kigger med som Pay-Per-View
Alt ved mig er ændret, bae
Jeg svæver rundt i baby blue
Det' himlen eller helvede
Bitch, I don't know what to make of you
Alle, der forstod mig, de forlod mig, mens jeg holdt' tæt
Ikk' fucking involver' mig, hold mig væk
Bitch, jeg' boozed ude i bilen - kan ikk' tænk' mer'
Fucking midt i krig mod mig selv
You might also like
Sig mig, ka' du lev' uden mig? (Kan ikk' lev' uden dig)
Si'r du, du' gået nu? (Se mig gå nu)
Men ka' dit hjerte mærk' noget?
For det føles, uh-uh-uh-uh-uh
Wuh-uh-uh-uh-uh
Wuh-uh-uh-uh-uh (Uhh)

Jeg' ikke ude på ballade–
Men jeg brænder alting ned
Og selvom jeg ikk' burde, ved jeg, jeg gør skade–
Med eller uden dig
Stop ikk' med elske mig helt endnu
For dig vil' jeg ændre mig
Baby, ikk' sig, det ender lige nu - lige nu
Baby, bar' sig, du bli'r her lidt endnu - lidt endnu

Men vil' du lev' uden mig? (Vil' ikk' lev' uden dig)
Si'r du, du' gået nu? (Se mig gå nu)
Ka' dit hjerte mærk' noget?
Ka' du slet ikk' mærk' noget? (Kan ikk' mærk' noget)
Men glemmer du de gange, jeg–
Al' de gange, jeg greb dig?
Ka' dit hjerte mærk' noget? (Jeg kan ikk' mærk' noget)
Jeg' ikke ude på ballade–
Men jeg brænder alting ned
Stop ikk' med, at elsk' migEmbed"
186,3Pj6gzNBqFGI9Z1d9awvU2,Gobs,+45 1888,"+45 1888 Lyrics

(La' lige vær' med at græde over ham)
(Du' så meget mere værd end det, ja)
(Og la' lige vær' med at græde over ham)
(Du' så meget mere værd end det)

Så la' lige vær' med at græde over ham
Du' så meget mere værd end det
Jeg ser godt de der tårer, jeg ved du' ramt
Du' så meget mere værd end dеt
Jeg ved du føler, at du' død indеni
Jeg vil bare se dig gå, være fri
Jeg vil se dig gøre de ting, du ikk' fik gjort–
Da du var hans kvind'
Ved dit hjerte det har set, hørt, og grædt
Og når I to var op' at skændes, havde han ""altid ret""
Bare la' ham være i den tro, at du aldrig kommer videre nu
Men pige, se dig lige, du' så langt over hans niveau
Så tag i byen med din' veninder
Gør de ting, du fortjener nu
Gå' og skab de der minder
Ligesom du plejed' at ku'

Når han skriver til dig: ""Kom lige over""
La' vær' at kom'
Og når han skriver til dig: ""Hvor du sover?""
Så vær' kold

Så la' lige vær' med at græde over ham (La' lige vær' med at græde)
Du' så meget mere værd end det (Du' så meget mere værd)
Jeg ser godt de der tårer, jeg ved du' ramt
Du' så meget mere værd end det (Du' så meget mere værd)
Jeg ved du føler, at du' død indeni (Yeah)
Jeg vil bare se dig gå, være fri (Yeah-eah)
Jeg vil se dig gøre de ting, du ikk' fik gjort–
Da du var hans kvind'
You might also like
Så la' lige vær' med at græde over ham
Bare la' det her være din sang
Og fuck hans efternavn, bare la' ham ta' det med i graven
Der var vold, han var abusive
Du prøver glem', ka' stadig husk' det–
Midt på gaden, hvor han slog dig
Du tog imod og timer var ligesom minutter, ja
Du sku' altid sige: ""Undskyld"", for alting som du gjorde
Mens han var udenfor–
Gjorde ting bag din ryg, som han virkelig ikk' burd'
Ingen i din familie de ku' li' ham
De var typerne, der ku' li' al'
Han kom og han tog alt din freedom
Håber, du har lært alt, du skal

Så når han skriver til dig: ""Kom lige over""
La' vær' at kom'
Og når han skriver til dig: ""Hvor du sover?""
Vær' kold

Så la' lige vær' med at græde over ham
Du' så meget mere værd end det
Jeg ser godt de der tårer, jeg ved du' ramt
Du' så meget mere værd end det
Ja, jeg ved du føler, at du' død indeni
Jeg vil bare se dig gå, være fri
Jeg vil se dig gøre de ting, du ikk' fik gjort–
Da du var hans kvind'
Så la' lige vær' med at græde over ham (La' lige vær' med at græde)
Du' så meget mere værd end det (Du' så meget mere værd)
Jeg ser godt de der tårer, jeg ved du' ramt
Du' så meget mere værd end det (Du' så meget mere værd)
Jeg ved du føler, at du' død indeni (Yeah)
Jeg vil bare se dig gå, være fri (Yeah-eah)
Jeg vil se dig gøre de ting, du ikk' fik gjort–
Da du var hans kvind'

Jeg ved, at du føler, du' stærk
Og du ka' klare det hel' selv
Men ikk' vær' bange for at ræk' ud efter hjælpEmbed"
187,6CXEE50UwavPX2ExFa26EY,Gobs,I Dette Sekund,"I Dette Sekund Lyrics

I det her sekund er der ingen, der' smukker' end dig
Du' det bedste jeg har
Jeg ved, at det' dig, når jeg ser i din' øjn'
Så ka' jeg få din kærlighed?
Vil du gi' mig hjertet med?
Ska' nok pas' på det
Ka' lov' dig min ærlighed, for du' alt jeg ved
I det her sekund ser jeg...
Jeg står her igen
Og danser med kvinden i mit liv
Du ga' mig et hjem, det ka' jeg aldrig glеm'
Jeg stod ude på kanten af kantеn, var lige ved at fald'
Jeg ved livet er kort, håber lykken bli'r lang
Jeg vil gå hele vejen, bare så længe det' med dig
Du' min ild til min sjæl; du' min sti, finder hjem
Hel' familien er samlet om vores børn i din' arme

I det her sekund er der ingen, der' smukker' end dig
Du' det bedste jeg har
Jeg ved, at det' dig, når jeg ser i din' øjn'
Så ka' jeg få din kærlighed?
Vil du gi' mig hjertet med?
Ska' nok pas' på det
Ka' lov' dig min ærlighed, for du' alt jeg ved
I det her sekund ser jeg kun dig

Du sender mig et smil
Jeg si'r, du ska' vær' min pige
Jeg sender dig min kærlighed, hvis du lover, du vil bli'
Du' ikk' gå ud min stjern' - for i nat, du' min stjern'
Hele livet, har jeg nogensind' fortalt dig?
At måden, du ser ud på, det burd' være forbudt
Og den første besked har jeg aldrig fortrudt
Jeg vil gøre det igen, og igen, og igen
Da alting var mørkt, var du lyset for enden
You might also like
I det her sekund er der ingen, der' smukker' end dig
(Der-der ingen, nej, der er ikk')
Du' det bedste jeg har
Jeg ved, at det' dig, når jeg ser i din' øjn' (Når jeg ser i din' øjn')
Så ka' jeg få din kærlighed?
Vil du gi' mig hjertet med?
Ska' nok pas' på det
Ka' lov' dig min ærlighed, for du' alt jeg ved
I det her sekund ser jeg kun digEmbed"
188,12YCYHtGcwm9kbSmbcWB4f,Artigeardit,Længe Leve,"Længe Leve Lyrics

Si'r

Sig, hva' du vil mig, jeg fryser, når solen den skinner, afhængig af piller
Afhængig af minder, afhængig af, tingene forsvinder, jeg ved ikk' hva' fuck, at der' med mig
For det her liv det ka' vær' gyseligt, brormand, det ka' vær' det sygeste
Og det' stadig ""long live YB"", havde du været her, havde du nydt det
Bygger brønde i hans navn, så hans efterliv får gavn
Og jeg føler ikk' så meget, men mit hjert' er tungt af savn
Si'r, der' traumer hеlt fra ungdommen, derfor, jeg ikk' har værеt sober i et årti
Gi' mig en seng at sove i
Gi' mig lidt ro og mag, min bror, vi har lidt store tab
Tror, det' fis og ballade, men de lytter ikk' til ordene bag (Si'r)
Og selvom livet gi'r mig penge, er det svært at elsk' det
For det stadig ""long live Kevin"", stadig ""long live SG""
Tænk, hvis alting, du vil ha', kom til dig
Tænk, hvis du fik løst alle dine problemer
Tænk, hvis du ikk' havde noget, du ku' kæmp' for
Og det hele bar' var nemt nok - hvordan vil' du så ende op, mand?
Og tænk, hvis du slet ikk' så modstand
Havde du så endt op som en god mand?
Eller havde du taget det hele for givet?
For hvis alting det blev givet, hva' vil' meningen vær' med livet, mand, med livet?

Og de spørg' mig, hvorfor jeg ikk' ka' li' folkemængder
Og de spørg', hvorfor jeg kun går ud, hvis folk de' med mig
Men hva' ved de om, stadig' være bange for rødt lys?
Fra dengang folk var pakket helt til tænderne og vil' tømme byen, det'—
Stress fra poser, har brugt mit liv i en pose, for det—
Kræver kun én psykose for at få dig til droppe skolen, si'r
Det' forkert tid på forkert sted
Jeg håber bar', de ser ned, og mærker, at de' elsket, si'r

Hvis Gud vil ha' det
Jeg ved stadig ikk', hvorfor at han sku' ta' dem
Men hvem er jeg ogs' til at tvivle på vores skaber?
Selv hvis det ka' virke svært, selv hvis det ka' virke svært
Så ska' man stole—, man ska' stole på hans planer, mand
You might also like
Tænk, hvis alting, du vil ha', kom til dig
Tænk, hvis du fik løst alle dine problemer
Tænk, hvis du ikk' havde noget, du ku' kæmp' for
Og det hele bar' var nemt nok - hvordan vil' du så ende op, mand?
Og tænk, hvis du slet ikk' så modstand
Havde du så endt op som en god mand?
Eller havde du taget det hele for givet?
For hvis alting det blev givet, hva' vil' meningen vær' med livet, mand, med livet?Embed"
189,4EKSw9Jzun2WFvjm2HU58X,Tobias Rahim,Flyvende Faduma,"Flyvende Faduma Lyrics

Jeg mødt' dig ude på gangen
Jeg sagde: ""Hej"", du sagde: ""Hey""
Du sagde, du hed Faduma, du var ny i 5.A
Jeg sagde: ""Jeg' Tobias, og jeg hedder Rahim""
Du ved, det' bar' et navn, du ka' kald' mig hva' du vil
Uh-yeah (Yeah)
Kald mig lige hva' du vil (Lige hva' du vil)
Du sagde, du skiftede skole, på den gamle blev du mobbet
Mennesker de' så klamme, jeg sagde: ""Mennesker de' så bollеt""
Jeg vil gern' være din vеn, og så' du en del af holdet, ja-ja
Bar' gør din ting, bar' flyv, bar' flyv, Faduma
Bar' gør din ting, bar' flyv, bar' flyv, Faduma
I en luftballon slår vi tiden ihjel
Når du ser på mig, ser jeg noget nyt i mig selv

Vi sku' på studietur, et par timer op' i Norge
Det var første gang på ski, jeg ku' ikk' engang plove
Men Faduma, hun var flyvende og fucking offroad
Spurgte om jeg vil' med på et eventyr i tågen
Jeg sagde:
""Faduma, hvis jeg sku' forsvinde i bjergene, sku' det være med dig""
Faduma, vi suser igennem det hele

Bar' gør din ting, bar' flyv, bar' flyv, Faduma
Bar' gør din ting, bar' flyv, bar' flyv, Faduma
I en luftballon slår vi tiden ihjel
Når du ser på mig, ser jeg noget nyt i mig selv
(Ser jeg noget nyt i mig selv)

Bar' gør din ting, bar' flyv, bar' flyv, Faduma
Bar' gør din ting, bar' flyv, bar' flyv, Faduma
I en luftballon slår vi tiden ihjel
Når du ser på mig, ser jeg noget nyt i mig selv
You might also like
Bar' gør din ting, bar' flyv, bar' flyv, Faduma
Bar' gør din ting, bar' flyv, bar' flyv, Faduma
I en luftballon slår vi tiden ihjel
Når du ser på mig, ser jeg noget nyt i mig selv
(Ser jeg noget nyt i mig selv)
Når du ser på mig, ser jeg noget nyt i mig selvEmbed"
190,2rfl7SRwfel3gNhXBmL60u,"Gilli, Saveus",Verden Vågner,"Verden Vågner Lyrics

(Verden vågner)

Store drøm' siden barndommen, drømt siden barndommen
Livet det går hurtigt - der' ikk' tid til at dagdrøm'
De hviler, men vi har ingen hviledage
Ser vi smiler, men der' intet at smile af
Heromkring vi kan ikk' brænd' sam', muligheder går for langsomt
Ingen af dem, de prøver stræk' armen, det var musik eller Blegdammen
Så når vi vågner, så når vi vågner
Vi' tilbage til livet
Hele vеrden—
Danser, til de vågnеr fra en drøm
Jeg ved godt, at hele verden—
Synger for noget bedre, end de har

Verden vågner
(Verden vågner)

Befri verden
Be'r til, at de vågner fra en drøm
(Så-så) Så hvornår ska' vi nogensind' befri Falastin?
Ka' ikk' stol' på nogen, hvis de ikk' er min'
Kopenhagen, ny dag, ny problem
Fuck at være nede, du' ikk' svag, du' ikk' alen'

For hele verden—
Danser, til de vågner fra en drøm
Jeg ved godt, at hele verden—
Synger for noget bedre, end de har

Verden vågner
(Verden vågner)
You might also like
Så hvornår ska' vi nogensind' befri Falastin?
Ka' ikk' stol' på nogen, hvis de ikk' er min'
Fuck at være nede, du' ikk' svag, du' ikk' alen'
(Verden vågner)
Verden vågnerEmbed"
191,63Dymm6U4WHLRy87e8GBbo,Lamin,"Gode Dage, Gode Drinks","Gode Dage, Gode Drinks Lyrics

(Gode drinks, så vi' helt o—)

Ey, klokken 22:30, bragende
Fang mig i venstre vognbane, vi' travle
Kommer brasende, støjende og larmende
Varme, det' præcis så'n, vi har det
Si'r til en sød caramel: ""Kom bar' du""
Hun har X-Factor som Eva Harlou
Den er blevet lidt i 1, man er varm nu
Bah-buh, kom ind og start en brand nu, ja
Ikk' tænk, bestiller bare
Hældt' 60/40 glas, til jeg fik for meget, nah
Timer forsvinder bar'
Og hvor kom al' de her kvinder fra, ja?
Ankom på en wave som en surfer
Ka' ikk' stå lige, når jeg prøver
Sød caramel, men jeg swerver

(Go'-go') Gode drinks, gode dage, gode tider
Gode penge, så vi' helt okay (Helt okay)
Har ikk' tid til at tænk' på i morgen
Jeg' vågen, ska' ikk' sove, no way (Ska' ikk' sove, no way)
La' os hop' i en vogn
Har en stor stak cash og min MobilePay (MobilePay)
Gode dage, gode drinks, gode tider
Gode penge, så vi' helt okay (Helt okay)

(Okay, okay)
(Gode drinks, så vi' helt okay)
(Okay, okay)
(Gode penge, så vi' helt o—)

Yeah, ay, klokken 02:15
Helt drunk, lav en crip walk ind' i mængden
Ny kop, hæld den, bæl den
Hvor' din henne? La' mig skænk' den, vi' op' som priser på benzen
Seks liter, der' rigeligt med brændstof
Griezmann vil ha' fler' flasker bragt op (Oh shit)
Vent lige, jeg tror egentlig, jeg' ramt nok
05:10 - det' sent, solen står snart op
You might also like
Ikk' tænk, bestiller bare
Hældt' 60/40 glas, til jeg fik for meget, nah
Timer forsvinder bar'
Og hvor kom al' de her kvinder fra, ja?
Ankom på en wave som en surfer
Ka' ikk' stå lige, når jeg prøver
Sød caramel, men jeg swerver

(Go'-go') Gode drinks, gode dage, gode tider
Gode penge, så vi' helt okay (Helt okay)
Har ikk' tid til at tænk' på i morgen
Jeg' vågen, ska' ikk' sove, no way (Ska' ikk' sove, no way)
La' os hop' i en vogn
Har en stor stak cash og min MobilePay (MobilePay)
Gode dage, gode drinks, gode tider
Gode penge, så vi' helt okay (Helt okay)

(Okay, okay)
(Gode drinks, så vi' helt okay)
(Okay, okay)
(Gode penge, så vi' helt okay)
(Okay, o-o—)
(Gode drinks, så vi' helt okay)
(Okay, okay)
(Gode penge, så vi' helt okay)Embed"
192,1Xer1Y9qrReXcVk2qmsYOP,"Gobs, Branco",Flytter Bjerge,"Flytter Bjerge Lyrics

(Vil' du gøre det for mig?)
(Vil' du gøre det for mig?)

Det må være hårdt for dig, når du hører min sang i radioen
Det må være hårdt for dig, når du ved, du selv var idiot
Det må være hårdt for dig, at kom' videre nu
Det må være hårdt for dig, at gi' slip
Det må være hårdt, at se mig glad med en anden
Når du ved, jeg gav dig mit bedst'
Hvorfor lyv'? Hvorfor sig noget, der ikk' er sandt?
Hvorfor flyv', når der' langt ned at fald'?
Hvorfor råb', når du ikk' hører mit kald? (Kald')
Jeg vil heller' hades end at glemmes
Du vil heller' glеmm' end at mindes

Jeg vil' flyttе alle bjerge for dig
Krydse hele havet for dig
Jeg vil' gå i krig, men vil' du gøre det for mig?
Jeg vil' ta' en kugle og dø for dig
Jeg vil' græde en sø for dig
Jeg vil' gå i krig, men vil' du gøre det for mig?
Vil' du gøre det for mig?

(Vil' du gøre det for mig?)
Vil' du gøre det for mig? (Vil' du gøre det for mig?)
Ja, vil' du gøre det for mig? (Vil' du gøre det for mig?)
Vil' du gøre det for mig? (Vil' du gøre det for mig?)
Ja, vil' du gøre det for mig?

(Det må være)
Det må være hårdt for dig, at kig' ned på din' diamond rings
Og vide, der' ikk' er fler' finer things
Og vide, det ikk' længere regner penge
Det må være hårdt for dig, at vide Brancs, han er i sin bag nu
Jeg ved, du' min største fan, der står: ""BB"" på din tattoo
Men hva' så nu? Hvem sagde livet var let?
Når jeg først er videre, væk
Alt din snak, jeg gider ikk'
Jeg ved godt, at du' nede og lig'
Men jeg prøved' bare, at ta' dig med videre til toppen
Al' vil være der, når du' poppin'
You might also like
Hvorfor lyv'? Hvorfor sig noget, der ikk' er sandt?
Hvorfor flyv', når der' langt ned at fald'?
Hvorfor råb', når du ikk' hører mit kald? (Kald')
Jeg vil heller' hades end at glemmes
Du vil heller' glemm' end at mindes

Jeg vil' flytte alle bjerge for dig
Krydse hele havet for dig
Jeg vil' gå i krig, men vil' du gøre det for mig?
Jeg vil' ta' en kugle og dø for dig
Jeg vil' græde en sø for dig
Jeg vil' gå i krig, men vil' du gøre det for mig?
Vil' du gøre det for mig?

(Vil' du gøre det for mig?)
Vil' du gøre det for mig? (Vil' du gøre det for mig?)
Ja, vil' du gøre det for mig? (Vil' du gøre det for mig?)
Vil' du gøre det for mig? (Vil' du gøre det for mig?)
Ja, vil' du gøre det for mig?Embed"
193,3i0kzCSbAY2kDX2xiJdRLE,"Benny Jamz, Gilli, KESI, B.O.C",Elo Elo,"Elo Elo Lyrics

Jeg' kun få timer væk, elo-elo-wah
Så du ser mig snart, elo-elo-wah-ah-ah
For du' min le-le-le
Ku' være din le-le-le
Prøver find en som mig
På mobil le-le-le, hop ind i bilen le-le-le
Vi to styrer vores vej
Ah-ah, hun vil gern' se mig snart
Min telefon den brændt' sammen, for hun vil ses så meget
For du' fin, le-le-le
Lige til at spis', le-le-le
Aldrig prøvet én som mig
Prøv at smil, le-le-le
Ha' det nice
Har du nogensind' været i Nice, le-le-le?

Jeg prøver at find' hende, jeg' ind i Mercedes
To hundrede og fitty på motorvejen
For du er den eneste
Ved ikk', om du ved helt, hvor meget du egentlig betyder for mig

Jeg' kun få timer væk, elo-elo-wah
Så du ser mig snart, elo-elo-wah-ah-ah
For du' min le-le-le
Ku' være din le-le-le
Prøver find en som mig
På mobil le-le-le, hop ind i bilen le-le-le
Vi to styrer vores vej

Ah-ah, hun vil gern' se mig snart
Min telefon den brændt' sammen, for hun vil ses så meget
For du' fin, le-le-le
Lige til at spis', le-le-le
Aldrig prøvet én som mig
Prøv at smil, le-le-le
Ha' det nice
Har du nogensind' været i Nice, le-le-le?
You might also like
Jeg prøver at find' hende, jeg' ind i Mercedes
To hundrede og fitty på motorvejen
For du er den eneste
Ved ikk', om du ved helt, hvor meget du egentlig betyder for mig

Jeg' kun få timer væk, elo-elo-wah
Så du ser mig snart, elo-elo-wah-ah-ah
For du' min le-le-le
Ku' være din le-le-le
Prøver find en som mig
På mobil le-le-le, hop ind i bilen le-le-le
Vi to styrer vores vejEmbed"
