,track_id,artist_names,track_name,lyrics
72,1bDbXMyjaUIooNwFE9wn0N,"Drake, 21 Savage",Rich Flex,"TranslationsPortuguêsРусскийEspañolTürkçeRich Flex Lyrics

Go buy a zip of weed, hit the club
Pay for 'bout ten niggas to get in
We crunk, lit, in this bitch, yeah
Know we walk around the world
Steppin', not givin a damn 'bout where our feet land at, yeah
Get your ass mushed, smooshed (6ix)
Yeah, 21, the biggest
Put a nigga in the chicken wing, pussy

21, can you do somethin' for me? (21)
Can you hit a lil' rich flex for me? (21)
And 21, can you do somethin' for me? (21, 21)
Drop some bars to my pussy ex for me
Then 21 (21), can you do somethin' for me? (Yeah)
Can you talk to the opps necks for me? (Okay)
21, do your thing 21, do your thing (21)
Do your thing, 21, do your thing

Yellow diamonds in the watch, this shit cost a lot
Never send a bitch your dot, that's how you get shot
I DM in Vanish Mode, I do that shit a lot
Took her panties off and this bitch thicker than the plot
All my exes ain't nothin', them hoes busted
If my opps ain't rappin', they ass duckin'
You ain't ready to pull the trigger, don't clutch it
I know you on your period baby, can you suck it?
I'm a savage (21)
Smack her booty in Magic (21, 21)
I'll slap a pussy nigga with a ratchet (Pussy)
I might slap a tracker on his whip and get the addy (Pussy)
Don't call me on Christmas Eve, bitch, call your daddy (21)
Bitch, call your uncle (21), bitch, don't call me (21)
Always in my ear, your ho a flea (Fuck)
Why my opps be posting guns and only use they feet? (21)
Paid like an athlete, I got—
You might also like
All you hoes, all of you hoes need to remember who y'all talkin' to
It's a Slaughter Gang CEO
I got dick for you if I'm not workin', girl
If I'm busy then fuck no
You need to find you someone else to call
When your bank account get low, you need to find you someone—


Ayy, ayy, ayy, ayy, ayy
I'm on that Slaughter Gang shit, ayy, murder gang shit
Ayy, Slaughter Gang shit, ayy, murder gang shit, ayy

Sticks and stones, chrome on chrome
That's just what a nigga on
Internet clones, got 'em kissin' through the phone
Pussies cliquin' up so they don't feel alone, ayy
Nan' nigga seein' me, I'm Young Money CMB
I used to roll with CMG, the house is not a BNB
The bad bitches waitin' on a nigga like I'm PND
I'm steady pushin' P, you niggas pushing PTSD
I told her ass to kiss me in the club, fuck a TMZ
I used to want a GMC, when Woe was doing BNE
We revvin' up and goin' on a run like we DMC
I layup with her for a couple days, then its BRB
You rappers love askin' if I fucked, when you know we did
When you know we did
She came in heels but she left out on her cozy shit
Ayy, I'm livin every twenty-four like Kobe did
Shoutout to the 6ix, R.I.P to 8
Swear this shit is gettin' ate, I'm on ten for the cake
Get a lot of love from twelve, but I don't reciprocate
Fifty-one division stay patrollin' when it's late
21 my addy, so the knife is on the gate
All the dawgs eatin' off a Baccarat plate
Niggas see Drake and they underestimate
Take it from a vet', that's a rookie ass mistake, ayy
Ah, what, what
Slaughter Gang shit, ayy, murder gang shit
Ayy, Slaughter Gang shit, ayy, murder gang shit
Ayy, Slaughter Gang shit, ayy, murder gang shit
On God
Boy, look, you the motherfuckin' man, boy, you, ooh
You is the man, you hear me?28Embed"
73,6UyMkM4523bYKwHIIrfuJu,"Djordan, Tsvetelina Yaneva",Krasiv geroy,None
74,2z0cwGTvP2Dqx5p2Ia0c9U,Emanuela,Ustnite ti mrasni,None
75,1cKHdTo9u0ZymJdPGSh6nq,"The Weeknd, Gesaffelstein",I Was Never There,"TranslationsEnglishEspañolРусскийPortuguêsDeutschI Was Never There Lyrics
What makes a grown man wanna cry?
(Cry, cry, cry, cry)
What makes him wanna take his life?
(Yeah)
His happiness is never real
(Real, real, real, real)
And mindless sex is how he feels, ooh, he heals

When it's time, when it's time, when it's time
It won't matter (it don't matter)
It won't matter (matter)
When it's time, when it's time, when it's time (time, it's time, babe)
It won't matter (it won't matter, babe)
It won't matter (ya)
It was like he was never there
(It was like he was never there)
It was like he was gone in thin air, oh
When it's time, when it's time, when it's time, oh, baby
It won't matter (It won't matter, baby)
It won't matter
When it's time, when it's time, when it's time
It won't matter
It won't matter
When it's time, when it's time, when it's time
It won't matter
It won't matter
It was like he was never there
It was like he was gone in thin air
When it's time, when it's time, when it's time
It won't matter, it won't matter

When it's time, when it's time, when it's time
It won't matter, it won't matter
When it's time, when it's time, when it's time
It won't matter, it won't matter

Ooh, now I know what love is
And I know it ain't you for sure
You'd rather something toxic
So, I poison myself again, again
'Til I feel nothing
In my soul (in my soul)
I'm on the edge of something breaking
I feel my mind is slowly fadin'
If I keep going, I won't make it
If I keep going, I won't make it
You might also like
And it's all because of you
It's all because of you
It's all because of you
It's all because of you
Woah, woah
Don't you, baby, hey
It won't matter, baby
Don't you know?
Don't you know?
Oh, ooh, oh
Hey!90Embed"
76,2CeKVsFFXG4QzA415QygGb,Feid,Feliz Cumpleaños Ferxxo,"Feliz Cumpleaños Ferxxo Lyrics

Haciendo de todo
Con ese pirobo

Hace mucho te quería ver
Cuando eras mi novia no salías y ahora hasta te gusta prender
El tiempo que pasamo' junto' como que lo dejamo' perder
Yo sé que estoy borracho, pero recuerdo lo rico que bailamo', bebé

Tú y yo, bebé, haciendo de todo
Tú estás pa' andar con este gato, no con ese pirobo
Tú estás solita y yo también, también estoy solo
Tómate algo, vamos a perrear, a hacer de todo
Que los pana' míos a tus amiga' le hacen coro
Tú estás pa' andar con este gato, no con ese pirobo
Tú estás solita y yo también, también estoy solo
Tómate algo, vamos a perrear, a hacer de todo
Que los pana' míos a tus amiga' le hacen coro

Te lo di todo
To'a  la noche yo te pienso cuando tomo
Ando mezclando las pastilla' con el romo
Y a tus ex novios yo les ofrezco plomo
To' los parceros hablándome de ti
Te mandaba canciones en el cole en un CD (Wow)
Estábamos a fuego y lo nuestro lo dividí
To'a la noche prendo, ya estoy pensando en ti
Yo sé que estás cansada de tanto chimbear
Buscando algo que no será igual, yeah
El cuerpo que te hiciste lo quiero estrenar
Te compré una cadena pa' verte brillar
You might also like
Tú y yo haciendo de todo
Tú estás pa' andar con este gato, no con ese pirobo
Tú estás solita y yo también, también estoy solo
Tómate algo, vamos a perrear, a hacer de todo
Que los pana' míos a tus amiga' le hacen coro

Haciendo de todo
Con ese pirobo1Embed"
77,0IKeDy5bT9G0bA7ZixRT4A,"Fuerza Regida, Grupo Frontera",Bebe Dame,"Bebe Dame Lyrics
Tengo tiempo pensando en los dos
Si podemos arreglar la situación
Lo nuestro es una guerra en el amor
Defiendo lo que me pide el corazón
Quiero comerte yo todos los días
Me enamorabas con lo que decías
Tenerte de nuevo es mi fantasía
Bebé, lo que te pido, ven, dame
Lo que te exijo no quisiera que
Pase otro día y no te vea al amanecer
Bebé, lo que te pido, ven, dame
Lo que te exijo no quisiera que
Pase otro día y no te vea al amanecer
Tengo mil planes
Propuestas para amar
Tú y yo en la soledad
Te escribí un poema
Para enamorarte
Solo quiero amarte
Yo aquí te espero, solo vente, vente, vente
Yo lo hago diferente
Yo aquí te espero, solo vente, vente, vente
No sales de mi mente
Yo aquí te espero, solo vente, vente, vente
Yo sé cómo quererte
Dime que sí
Dime que sí voy a tenerte
Quiero comerte yo todos los días
Me enamorabas con lo que decías
Tenerte de nuevo es mi fantasía
You might also likeBebé, lo que te pido, ven, dame
Lo que te exijo no quisiera que
Pase otro día y no te vea al amanecer
Bebé, lo que te pido, ven, dame
Lo que te exijo no quisiera que
Pase otro día y no te vea al amanecer
Tengo mil planes
Propuestas para amar
Tú y yo en la soledad
Te escribí un poema
Para enamorarte
Solo quiero amarte
Yo aquí te espero, solo vente, vente, vente
Lo hago diferente
Yo aquí te espero, solo vente, vente, vente
No sales de mi mente
Yo aquí te espero, solo vente, vente, vente
Yo sé cómo quererte
Dime que sí
Dime que sí voy a tenerteEmbed"
78,2mnXxnrX5vCGolNkaFvVeM,"Arcángel, Bad Bunny",La Jumpa,"TranslationsEnglishDeutschLa Jumpa Lyrics

Ajá
Yao
Arcángel, pa
Once a—
¡Wuh-uh!

A ella no le gusta el reggaetón
Pero le encanta cómo canta la sensación (Yeah)
No fue mi intención (Yeah, yeah)
Quedarme con to'a la atención
Vivo en una mansión y no me sé ni la dirección (Oh my God)
Está cabrón, muy cabrón
Papi Arca, pídanme la bendición (Ah; ¡auh!), prra
Joder (Tío), mi casa es un hotel y se ve cabrona la vista (Hermoso)
En ella puedo aterrizar un avión, solo me falta la pista (Wow)
Imposible que falle esta combinación (No), de flow una ensalada mixta (Ajá)
Palomo, no insista', cuando se habla de grandеza no estás en la lista
No, nevеrland
Los desmonto como Legoland (Yap, yah)
Y si yo te señalo los míos te los dan (Pa-pa-pa)
Y vas pa' dentro, pero de la van
Del cuello pa'rriba hace mucho frío (Uy)
Yo llego y cae nieve en el caserío (Yessir)
Dejando sin regalo' a estos malparíos'
Santa Claus con la esencia del Grinch metío' (Rrra)
You might also like
Y yo la vi, anda con do', la amiga me miró
Al VIP se pegó, claro que sí, claro que entró
Hola, mi nombre es Arcángel, un gusto, un placer
Hoy tú te va' con una leyenda que no va a volver a nacer, no (Ey)
Y ya la vi, anda con do', la amiga me miró
Al VIP se pegó, claro que sí, claro que entró
Hola, jaja, mi nombre es Bad Bunny, un gusto, un placer
Aprovéchame hoy, que obliga'o no me vuelve' a ver (Ey, ey)

Tu baby quiere que la rompa (Bellaca), je
Luka, stepback, la jumpa (Ey)
Tú estás loco por vender el alma, pero ni el diablo te la compra (Jaja)
Yo no tengo compe (Nah), pregúntaselo a tu compa (¡No!)
To' el mundo ya sabe, por eso Bad Bunny ni ronca (Amén)
A mí me escuchan los abuelo' y sus nietecito' maleante' (Prr)
Tiradore' y estudiante', doctore' y gánster'
Naturale' y con implante', los adulto' y los infante'
En Barcelona y Alicante (Ey, ey), en Santurce y Almirante (¡Ey, ey, ey!)
Cruzando la calle con los Beatle'
Damian Lillard y otro buzzer beater (Prr)
El que quiera, que me tire
Otra cosa es que yo mire, nah, nah, nah, ja
Yo soy un pitcher, yo soy un pitcher, ey
Y este es otro juego que me voy no hitter (Huh)
Vengo de PR, tierra de Clemente, a mí sin cojone' me tienen to' lo' Jeter (Un mamabicho), ey
Los hater' no salen, yo nunca los veo en la calle, pa' mí que ello' viven en Twitter, ja, ey, okey
Estoy ocupado haciendo dinero
So no tengo tiempo pa' cuidar mis hijo', que ninguno cobra más de lo que cobra la babysitter, jeje
Papi, vámono' ya, quiero chingar
Okey, okey, dame un break, mami, ja (Ey)
Te escupo la boca, te jalo el pelo
Te doy con el bicho y con el lelo
En el jet privado, un polvo en el cielo
Hoy quiero una puta, una modelo, ey (Ay, ay)
Ah, mami, chapéame, no me molesta, je
Que despué' yo te voy a romper con el néctar (Ay-Ay)
Y ya le di a los do', la amiga repitió
Wow, qué rico me lo mamó, en la boca de la otra se la echó
Hola, jaja, mi nombre es Benito, un gusto, un placer
Hoy chingaste con una leyenda que no va a volver a nacer
Y yo la vi, anda con do', la amiga me miró
Al VIP se pegó, claro que sí, claro que entró
Hola, mi nombre es Austin, un gusto, un placer
Estás escuchando a una leyenda que no va a volver a nacer, no

¡Uh!
Ejem, ejem, ejem, ejem
Yeah (Wuh-wuh)
Yeah-yeah-yeah-yeah
Yeah-yeah-yeah-yeah, eh
Oh (Probando)
Señor Santos y el Señor Martínez once again (Wuh; yessir)
El Fenómeno (¡Auh!)
Arcángel, pa, je (Yessir)
Ey, Bad Bunny, baby (EHXX The Professor)
Bad Bunny, baby (It's Flow Factory)
Bad Bunny, baby
Bad Bunny, baby (Ey)
¡Wuh-uh!
Bad Bunny, baby, ey
Bad Bunny, baby, ey
Bad Bunny, baby, ba-ba-ba, bi-di-bam-bam-bum-bum1Embed"
79,0CYTGMBYkwUxrj1MWDLrC5,Feid,CHORRITO PA LAS ANIMAS,"CHORRITO PA LAS ANIMAS Lyrics

Los ojito' en China
Esa shorty sale y arregla el clima (Clima)
Habla español, latina
Me pregunto si baila como camina, ey, uy

Solo le caen hombres, ya no le caen lágrimas, yeah
No quería salir, pero ya pasó la página, ah-ah-ah, ah-ah
Salud y un chorrito pa' las ánimas
E-E-El botelleo en la disco, todos saben que hoy es ladies night

Están diciendo: ""Baby, saca a esa perra a pasear"" (¡Woof, woof!)
El que quiera ese culo hoy va a tener que josear (Va a tener que josear), ey
Ella es calladita (Shh), no es dе frontear (No es de frontеar), yeah
La baby es exclusive, no está fácil de juquear, wow (¡Woof, woof, woof, woof!)

Salieron en descapota'o para ver la luna
Unas beben y las otras fuman
Dice que pa'l mal de amor solo hay una cura
Party y botella', candela pura
Yeah, son peligro, son danger
¿Cómo será la movie si así es el tráiler?
Adicta al perreo, adicta a los cangri
Le gusta lo kinky, nasty, aunque sea fancy (Fan--, fan--)
You might also like
Solo le caen hombres, ya no le caen lágrimas (Lágrimas), yeah
No quería salir, pero ya pasó la página, ah-ah-ah, ah-ah (¡Woof, woof, woof, woof!)
Salud y un chorrito pa' las ánimas
El botelleo en la disco, todos saben que hoy es ladies night

Están diciendo: ""Baby, saca a esa perra a pasear"" (¡Woof, woof, woof, woof!)
El que quiera ese culo hoy va a tener que josear (Ey)
Ella es calladita (Shh), no es de frontear, yeah
La baby es exclusive, no está fácil de juquear, wow
Y están diciendo: ""Baby, saca a esa perra a pasear"" (Perra a pasear)
El que quiera ese culo hoy va a tener que josear (Va a tener que josear), ey
Ella es calladita (Shh), no es de frontear (No es de frontear), yeah
La baby es exclusive, no está fácil de juquear, wow

Dulcecita, flow candy
Le está yendo cabrón, siempre compra en La Perla los panty
Se quieren ir a vacilar
Pa' ella to' los hombre' la tienen que pagar, yeah, ey
Dulcecita, flow candy
Le está yendo cabrón, siempre compra en La Perla los panty
Se quieren ir a vacilar
Pa' ella to' los hombre' la tienen que pagar, yeah, ey2Embed"
80,6Um358vY92UBv5DloTRX9L,"Carin Leon, Grupo Frontera",Que Vuelvas,"A Traves Del Vaso LyricsPara toda mi gente bonita
Su compa Carin León
Jálense plebes
Quisiera morirme en una buena peda
Porque de esto amarte, me trajo problemas
A través del vaso ya miro tu cara
Las ganas de verte, no se van con nada
Tengo mucha prisa por ir a buscarte
Luego me arrepiento, me gana el coraje
Fue la decepción más grande que he tenido
Lo que tú me hiciste es lo peor que he vivido
Dime cantinero, tú sabes de penas
¿A los cuántos tragos me olvido de ella?
Ella me cambió por unas monedas
Hoy quiere volver, mejor que no vuelva
Porque ya no quiero, saber de su vida
Recordar sus besos solo me lastima
A través del vaso yo la sigo viendo
Porque como un loco, la sigo queriendo
La sigo queriendo
Y pa' que sepa cómo ruge el león
Su compa Carin León, viejón
¡Ámonos!
Y dime cantinero, tú sabes de penas
¿A los cuántos tragos me olvido de ella?
Ella me cambió, por unas monedas
Hoy quiere volver, mejor que no vuelva
Porque ya no quiero, saber de su vida
Recordar sus besos solo me lastima
A través del vaso yo la sigo viendo
Porque como un loco, la sigo queriendo
La sigo queriendo
Ay quedó, oi nomás pa' las de vidrioYou might also likeEmbed"
81,5jt25aFjW2kNoBqaEVaz5W,"Mora, Feid",LA INOCENTE,"TranslationsEnglishLA INOCENTE Lyrics

Yeah
Yeah-yeah
Yeah

Todo parece estar bien
Pero nada e' lo que parece
No supe darte mi cien
Aunque lo traté muchas vece'
Lo intenté, pero fracasé
Todos mis errore' ya los repasé
Y ahora dime cómo duermo si tú no me pertenece' (No-oh)
Abuelo me lo dijo, el amor no funciona
Quien meno' te espera' se va y te traiciona
Te fuistе sin despedirte
Como si nunca mе quisiste
Te di lo que pedía' y no fue suficiente
Tú solo mentía' y yo tu fiel creyente
Mil sueño' me vendía', yo fui tu cliente (Yo')
Siempre era yo el culpable y tú jugando a la inocente (Suena, wow)

Tú callaíta' chequeando mis mensaje'
Y yo al garete llevándote de viaje
Una nébula, todo era un visaje
Te fuiste de casa y sacaste tu equipaje
Nadie te va amar como yo ni va a chingarte como yo
Y ahora quiere que me quede tranquilo si un hijueputa me choteó
En medio de esta situación, no me duele el corazón
Me duele que le haya' creído algo mío a otro cabrón
Que te tiraba to'a la noche
Se te olvidó que saldamo' to' mi coche
To' los mese' un nuevo perfume
Hasta te compraba pasto pa' que fume', bebé
No quiero que nada te falte
Y ojalá que ese cabrón te pague el esmalte, yeah-yeah
Yo no te deseo el mal, pero vas a pensar en mí cada ve' que te levantes (Wow)

Te di lo que pedía' y no fue suficiente
Tú solo mentía' y yo tu fiel creyente
Mil sueño' me vendía', yo fui tu cliente
Siempre era yo el culpable y tú jugando a la inocente
You might also like
Tú me vendiste sueño' y yo fui tu cliente
Esa carita de inocente
Solo te la cree el resto de la gente
Quizá soy masoquista o solo tengo mala suerte
Le pido a Dio', a ver si contigo me ayuda
No pienso llamarte, te aclaro la duda
Yo quiero ser libre igual que Venezuela y Cuba
Nunca hablaste claro, te hiciste la muda
Quería' atención y yo te puse en el centro
Quería' mi corazón y te lo puse en descuento
Me pediste el cincuenta y yo te di 100%
Me pediste un reloj y yo perdiendo mi tiempo
Me quedé esperando que tu mensaje llegara
Me comí otro culo, pero pensando en tu cara
Quédate con la culpa y también con la ropa cara
Y recuerda que la traición, con traición se paga

Te di lo que pedía' y no fue suficiente
Tú solo mentía' y yo tu fiel creyente
Mil sueño' me vendía', yo fui tu cliente
Siempre era yo el culpable y tú jugando a la inocente2Embed"
82,0T2pB7P1VdXPhLdQZ488uH,Feid,Normal,"TranslationsEnglishNormal Lyrics

He querido borrarte, pero sueño contigo
Quisiera que entendiera' lo que hiciste conmigo
Yo dándote cien y tú me dabas cincuenta
Yo durmiendo contigo y tú con otro te acuestas
Te extraño, pero perdonarte qué mucho me cuesta
Qué mucho me cuesta

Normal, si te sientes solita y me extraña'
Y se te sale mi nombre
Difícil que llore' por mí en otra cama
Dime quién te va a creer, la nеna no quiere Cartier
Quiеre buscarme en otra piel
Vive en la disco to' los fine' de semana
Pa' ver si me vuelve a ver
Normal, si te sientes solita y me extraña'
Y se te sale mi nombre
Difícil que llore' por mí en otra cama
Dime quién te va a creer, la nena no quiere Cartier
Quiere buscarme en otra piel
Vive en la disco to' los fine' de semana
A ver si me vuelve a ver
La nena no quiere un nene sano
A ella le gustan los gato' malo'
Y yo en una casita llena 'e gata' en Los Cabo'
Ese culo se fue y están lloviendo los chavo'
Ahora me estoy perreando una gata mejor
Si le duele el cora, que se tome un Panadol (Uy)
Partido que juego, partido que meto gol
Y está' otra vez llamando, diciendo que el alcohol
Te tiene así, pensando en mí
Que qué putas me pasó que me perdí
Bebé, si en la foto te ve' feliz
Ojalá y algún día sientas lo que yo sentí
Pa' que veas que es

Normal, si te sientes solita y me extrañas
Y se te sale mi nombre
Difícil que llore' por mí en otra cama
Dime quién te va a creer, la nena no quiere Cartier
Quiere buscarme en otra piel
Vive en la disco to' los fine' de semana (Yeah)
Pa' ver si me vuelve a ver
Normal, si te sientes solita y me extraña'
Y se te sale mi nombre
Difícil que llore' por mí en otra cama
Dime quién te va a creer, la nena no quiere Cartier
Quiere buscarme en otra piel
Vive en la disco to' los fine' de semana
A ver si me vuelve a ver
You might also like5Embed"
83,6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Me Porto Bonito,"TranslationsEnglishDeutschFrançaisMe Porto Bonito Lyrics

Yeah-yeah-yeah-yeah-yeah-yeah, ey
En la guagua se quedó el olor de tu perfume
Tú ere' una bellaca, yo soy un bellaco, eso e' lo que no' une
Ella sabe que está buenota y no la presumen
Si yo fuera tu gato, subiera una foto los vierne' y los lune' (So)

Pa' que to' el mundo vea lo rica que tú está', que tú está'
Contigo tengo que apretar
Y еn la calle ando suelto, pero por ti mе quito
Si tú me lo pide', yo me porto bonito
Y subo un selfie pa' que vean lo rica que tú está', que tú está'
Las otras tienen que apretar
En la calle ando suelto, pero por ti me quito
Si tú me lo pide', yo me porto bonito (Ey, ey)
Tú no ere' bebecita, tú ere' bebesota
Frikitona, ma', se te nota
Le gustan los trío' cuando está en la nota
Si el novio no sirve, de una lo bota
Y wow, mami, dime dónde dejo el résume (Résume)
Sé que te dejaste hace un me' (Ey, ey)
Y de una de pecho me zumbé
Si quiere' te hago un bebé o te traigo la plan B
Uff, mami, qué rica tú te ve'
Pa' los 2000 escuchaba RBD
Y ahora quiere perreo, to'a la noche en la pared
THC, no CBD

Mami, tú ere' élite (Ey), no te me limite' (Okey)
Déjame hacerte lo que amerite y te levite
Dale pa'l escondite (Ey), no te me arisque' (So)
Que aquí no va a poder llegar lo' satélite' (Oh)
Mami, sube algo, dame contenido
Ese culo súbelo má' seguido
Me paso jangueando, a ver si coincido, ey
Y por fin doy contigo
Mai, nuestra' bellaquera' nunca la' olvido
Ninguna como tú a mí me ha complacido
Tú cree' que a toda' siempre les digo lo mismo
Quiere chingar, pero no quiere na' fijo, ey
Pero en confianza me confiesa
Dice que nadie le interesa
Pero cuando sale, se pone traviesa (Ey)
You might also like
Pa' que to' el mundo vea lo rica que tú está', que tú está', ey
Contigo tengo que apretar
Y en la calle ando suelto, pero por ti me quito
Si tú me lo pide', yo me porto bonito8Embed"
84,3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,"TranslationsEnglishDeutschItalianoOjitos Lindos Lyrics

Hace mucho tiempo le hago caso al corazón
Y pasan los día', los mese’ pensando en tu olor (En tu olor, en tu olor)
Ha llegado el tiempo para usar la razón
Ante' que sea tarde y sin querer me parta en do' (Parta en do’)

Ante' de que salga el sol, hunde el acelerador
Aunque vaya sin freno' y pierda el control
Nada má' seremos do', tú y yo acariciándono'
En medio del tiempo, sin decir adió'
Y solo mírame (Mírame) con esos ojito' lindo’ (Lindo’)
Que con еso yo estoy bien (-toy bien), hoy hе vuelto a nacer (Nacer)

Hace tiempo (Tiempo) que no agarro a nadie de la mano (Mano)
Hace tiempo (Tiempo) que no envío ""Buenos días, te amo"" (Te amo)
Pero, tú me tiene' enreda’o (Enreda'o), me envolví (Envolví)
Iba por mi camino y me perdí (Ey, ey)
Mi mirada cambió cuando tus ojos vi (Tus ojos vi)
Bye-bye a los culo', ni me despedí
Yo no te busqué (-qué), no (No), chocamo' en el trayecto
Con tu alma es la que yo conecto (-necto)
Tranquila, no tiene que ser perfecto, no
Aquí no existe el pecado (-cado) y equivocarse es bonito
Los errore’ son placere' (-cere'), igual que to' tus besito'

Y solo mírame (Mírame) con esos ojito' lindo' (Lindo')
Que con eso yo estoy bien (-toy bien), hoy he vuelto a nacer (Nacer)
Y solo mírame (Mírame) con esos ojito' lindo' (Lindo')
Que con eso yo estoy bien (-toy bien), hoy he vuelto a nacer (Nacer)

Tú y yo, tú y yo, tú y yo
Tú y yo, tú y yo
Tú y yo, tú y yo, tú y yo
Tú y yo, tú y yo
Tú y yo, tú y yo
Tú y yo, tú y yo
You might also like
Yo no me dejo llevar de nadie
Yo solo me dejo llevar de tu sonrisa (-risa)
Y del lunar cerquita de tu boca (Boca)
Si yo estoy loco, tú estás loquita (-quita)
Pero, baby, como tú no hay otra, no (No)
Quiero regalarte girasole' (-sole')
Ir pa' la playa y buscarte caracole'
Cuando estoy contigo, yo no miro el Role' (Role')
Vamo' a bailar doscientas cancione' (-cione')
Nadie me pone como tú me pone' (Pone')
Mm-mmm, mm-mmm-mmm-mmm
Mm-mmm, mm-mmm-mmm-mmm
Yo le hablo a Dio' y tú ere' su respuesta
Aprendí que los momento' lindo' nunca cuestan
Como cuando me regalas tu mirada
Y el sol su puesta, y el sol su puesta
Ey, ey, cuando estoy encima de ti, de ti
Mami, yo me olvido de to', de to'
No hace falta nadie aquí
Solamente tú y yo

Ante' de que salga el sol, hunde el acelerador
Aunque vaya sin freno' y pierda el control
Nada má' seremos do', tú y yo acariciándono'
En medio del tiempo, sin decir adió'
Y solo mírame (Mírame) con esos ojito' lindo' (Lindo')
Que con eso yo estoy bien (-toy bien), hoy he vuelto a nacer (Nacer)
Y solo mírame (Mírame) con esos ojito' lindo' (Lindo')
Que con eso yo estoy bien (-toy bien), hoy he vuelto a nacer (Nacer)8Embed"
85,3Zyk5Vd9WNPNVWxvb0EZTk,"KAROL G, Romeo Santos",X SI VOLVEMOS,"TranslationsPortuguêsEnglishDeutschX SI VOLVEMOS Lyrics

No funcionamos (No funcionamos)
Lo dimos todo, pero no se nos dio (No)
Por eso nos vamos (Nos vamos)
Pero antes de irnos

Vamo' a hacerlo por última vez, bebé (Bebé)
Que en el amor no, pero en la cama nos entendemos (Oh)
Es una porno, a mí me encanta cómo lo hacemos
No borraré tu contacto y estoy al tanto por si volvemos
(Pero así no; ey)
Por la orillita, se me cuida (Ey)
Pero llama cuando quiere que te deje la cama destendida
Los bellaqueo' no se olvidan (No se olvidan; ey)
A nadie de confianza se le niega un polvo de despedida, ey
Yo estoy puesta pa'l repeat (Repeat)
Tú pon la cama, que yo pongo el krippy (Krippy)
Para varear, en la playa en RD, Punta Cana (Ah, ah)
En la ventana mirando la city

Ya sé que en el amor somo' un desastre (-tre)
Yo soy bandida, y tú ere' gánster
No sé cuánto tiempo malgastaste
Intentando algo serio
Ya sé que no soy lo que pensaste (Eh-eh)
Pero desde que me besaste
Con mi malicia te enviciaste
(Esto no es saludable, pero)

Vamo' a hacerlo por última vez, bebé (Bebé)
Que en el amor no, pero en la cama nos entendemos
Es una porno, a mí me encanta cómo lo hacemos (Cómo ching—, cómo ching—)
No he borrado tu contacto y estoy al tanto por si volvemos
(Pero así no)
You might also like
Nuestro amor 'tá jodío'
Pero qué sensación cuando en la cama se acaban los líos
¿Será que el sexo contigo es mi adicción?
Amores tóxicos solo sirven pa' sin—
Somos tan explícitos, pero llegó a su fin (So nasty)
Despídete desnuda, con mi cel te voy grabando
Yo te digo adiós dentro de ti
Guarda este vídeo para cuando te haga falta
Y estés moja'íta pensando en mí

Vamo' a hacerlo por última vez, bebé (Bebé)
Que en el amor no, pero en la cama nos entendemos (-demos)
Es una porno, a mí me encanta cómo lo hacemos (Cómo ching—, cómo ching—)
No he borrado tu contacto y estoy al tanto por si volvemos
(Pero así no)

Bebé, regálame una noche que no termine nunca
Hoy es noche de sexo
¿Sí vienes?
Jaja, tú supiste
Mi Romeo, The King
Con La Bichota
O-O-Ovy On The DrumsEmbed"
86,5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Efecto,"TranslationsEnglishDeutschEfecto Lyrics

Yeah-yeah-yeah-yeah-yeah-yeah
Eh-eh-eh-eh

No sé si es casualidad que yo me sienta así
Siempre que tú estás cerquita de mí
Dime qué me hiciste, qué droga me diste
Que desde aquella noche no soy igual
Tú me mira' y empiezo a sudar
Siento que puedo volar
Baby, la nota ya está haciendo efecto
Mi mundo está jodío' y me siento perfecto
Porque estás tú, aquí, moviéndote así, no pare'
Baby, tú eres mi droga, esta noche no le baje'
Porque la nota ya está haciendo efecto
Mi mundo está jodío' y me siento perfecto
Porque estás tú, aquí, moviéndote así, no pare'
Baby, tú eres mi droga, esta noche no le baje'

Esta no, esta sí
Esta no, esta sí
Esta no, esta sí
Esta no, esta sí

El gatito tuyo te perdió por negligencia
Y yo que no creo en la abstinencia
Esta noche en la cama va a haber turbulencia'
Qué rico tú mama', te vo'a dar la permanencia'
Ese totito e' la eminencia
Pa' darle tengo licencia
Desde que fuimo' a Florencia
Se puso más bicha, pero no pierde la esencia
No, no, de Carola
No, no, no, no anda sola
No, no, no le diga' ""hola""
O va' a ser otro pa' la cola
Tu piquete me mola
Yo soy fan de esa popola (Mua, mua)
Más las picky, las endo, la coca y la rola (Más nada)
Eres tú quien me controla, eh (Jeje)
See Bad Bunny LiveGet tickets as low as $480You might also like
En tus ojo' veo el mar, mami, llévame en tu ola (Tú eres mala)
Hoy me siento bien puta, re piola, ey

Porque la nota ya está haciendo efecto
Mi mundo está jodío' y me siento perfecto
Porque estás tú, aquí, moviéndote así, no pare'
Baby, tú ere' mi droga, esta noche no le baje'7Embed"
